,Bill_No,Sponsor,did_it_pass,No. Cosponsors,dir_degree_centrality_sponsor,dir_pagerank_sponsor,dir_closeness_centrality_sponsor,dir_eigenvector_centrality_sponsor,dir_load_centrality_sponsor,dir_avg_degree_centrality_cosponsor,dir_avg_pagerank_cosponsor,dir_avg_closeness_centrality_cosponsor,dir_avg_eigenvector_centrality_cosponsor,dir_avg_load_centrality_cosponsor,und_degree_centrality_sponsor,und_pagerank_sponsor,und_closeness_centrality_sponsor,und_eigenvector_centrality_sponsor,und_load_centrality_sponsor,und_avg_degree_centrality_cosponsor,und_avg_pagerank_cosponsor,und_avg_closeness_centrality_cosponsor,und_avg_eigenvector_centrality_cosponsor,und_avg_load_centrality_cosponsor
652,778,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.59,0.002553436598667,0.653617021276596,0.014244951192422,0.001237656367202,0.82,0.010766012514895,0.626938775510204,0.119494469483172,0.005430539037475,0.54,0.011409756429128,0.684931506849315,0.130655815314451,0.0019500871577,0.62,0.013599880937743,0.72463768115942,0.150635898559051,0.003720943547871
712,839,"Sen. Boxer, Barbara [D-CA]",not_passed,0,0.6,0.002496190132377,0.658285714285714,0.014513590968001,0.001393227959708,0,0,0,0,0,0.55,0.011728052059911,0.689655172413793,0.133875482014666,0.002016814878726,0,0,0,0,0
753,880,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.6,0.00269047318733,0.662605633802817,0.016876491524046,0.001197409174117,1.35,0.029600156265849,0.627266666666667,0.23310542075962,0.010716275841044,0.55,0.01184414771687,0.689655172413793,0.132460907062975,0.001763391100768,0.94,0.01736379700398,0.943396226415094,0.157546304542824,0.011236366703423
836,966,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.61,0.002819878623007,0.667304964539007,0.020162886944543,0.001096263592927,1.4,0.030002823558566,0.648896551724138,0.251205800082853,0.011804778946254,0.56,0.01218858882227,0.694444444444444,0.136686880055909,0.001406529840564,0.94,0.017731038574662,0.943396226415094,0.167258957687998,0.009816456237254
902,1032,"Sen. Boxer, Barbara [D-CA]",not_passed,0,0.62,0.002842228477016,0.672071428571428,0.020574936736165,0.001167413324806,0,0,0,0,0,0.57,0.012503854321956,0.699300699300699,0.140651602340413,0.001450912075878,0,0,0,0,0
1015,1146,"Sen. Boxer, Barbara [D-CA]",not_passed,0,0.66,0.002659008137123,0.705107913669065,0.01774112083874,0.001067072301615,0,0,0,0,0,0.61,0.012711850362984,0.719424460431654,0.143357569901591,0.001346073957578,0,0,0,0,0
1062,1193,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.67,0.002653051454494,0.705107913669065,0.017590421254016,0.001099609573546,0.87,0.005601857561461,0.675931034482759,0.053391022684292,0.008776852915601,0.61,0.012559952011954,0.719424460431654,0.142454753182515,0.001226608395146,0.64,0.008901323346636,0.735294117647059,0.087739240605076,0.003865808275947
1093,1224,"Sen. Boxer, Barbara [D-CA]",not_passed,2,0.68,0.00274709947344,0.705107913669065,0.019941619318835,0.001044988572587,1.035,0.010985971107117,0.703023190045249,0.132234288454497,0.0056108732452,0.61,0.012548155239622,0.719424460431654,0.143617954795033,0.001178969035366,0.735,0.012547868578913,0.791119449656035,0.134497337422992,0.004413220743278
1153,1284,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.71,0.002903869142241,0.731417910447761,0.022287978616396,0.001156200285715,1.47,0.027407201672081,0.700071428571429,0.240249336727577,0.011433634528419,0.64,0.012554317326166,0.735294117647059,0.139783221135501,0.001570165954826,0.94,0.016017269838768,0.943396226415094,0.155488310472835,0.006951343909351
1413,1545,"Sen. Boxer, Barbara [D-CA]",not_passed,1,0.76,0.002889459542528,0.759767441860465,0.022288125278377,0.001091522709468,1.52,0.025780903453269,0.720661764705882,0.240553297939308,0.009996834667825,0.69,0.013147755115138,0.763358778625954,0.144956464400992,0.001175073797535,0.94,0.015652929371426,0.943396226415094,0.156341504972652,0.004627824865509
1512,1644,"Sen. Boxer, Barbara [D-CA]",not_passed,2,0.77,0.002864363536823,0.759767441860465,0.02263611644486,0.001079839818669,0.995,0.006424410527917,0.756935531965649,0.078743824676757,0.004696000722427,0.69,0.013204385376337,0.763358778625954,0.145752762621498,0.001231592261835,0.75,0.013396000771996,0.80046106557377,0.14502939782962,0.003193549852846
1513,1645,"Sen. Boxer, Barbara [D-CA]",not_passed,2,0.77,0.002921554444392,0.759767441860465,0.024128655747499,0.000942701522885,0.995,0.00642526672521,0.756935531965649,0.078806284371416,0.004140725750485,0.69,0.013204385376337,0.763358778625954,0.145752762621498,0.001231592261835,0.75,0.013396000771996,0.80046106557377,0.14502939782962,0.003193549852846
